TRANSACTION_ID,TRANSACTION_LINE_ID,LINE_KEY,CLIENT_NAME,CLIENT_GROUP,ASSET_REFERENCE_ID,ASSET_NAME,ASSET_CATEGORY,ASSET_FAMILY,ASSET_SUBFAMILY,ASSET_UNIT_WEIGHT_KG,ASSET_DESCRIPTION,BATCH_SIZE,ASSET_SUPPLIERS,ASSET_SUPPLIERS_COUNT,YEAR
83773,7,3006_1675916634280_98661,Okaidi France SAS,Group - Okaidi,9863,103.949,Hair Accessories,Hair Accessories,"Barrettes, Clips and Combs",0.008,6clips in one set,2007,"[""Chic Accessories Factory"",""Dongguan Xingyi Printing Co., Ltd.""]",2,2023
67631,1,4475_1664506872314_47032,Oriflame Cosmetics Global S.A.,Group - Oriflame,8818,103.006,Beauty Accessories,Hair,Combs,0.0265,46402.1StylerPRO Dual Ended Comb,20250,"[""NINGBO RAFFINI IMPORT & EXPORT CO., LTD.""]",1,2023
98395,14,2898_1683370417246_68101,SLG BRANDS LIMITED,Group - SLG,10969,105.053,Cosmetics,Toiletries,Gift Set,0.1573,"QUILTED BEAUTY BAG BOO001

Content:
30m Hand Cream
12ml Lip Balm 
Nail file
Beauty Bag 
Wrapband",2574,"[""DONGGUAN JINGWEI IMPORT AND EXPORT CO.,LTD."",""Frog Prince(Fujian)Baby & Child Care Products Co.,Ltd.""]",2,2023
141861,16,3006_1700210329259_45096,Okaidi France SAS,Group - Okaidi,12310,106.288,Hair Accessories,Hair Accessories,Hairbands,0.013,1hairband in one set,2540,"[""Kunshan ZhouZhuang fengda garment accessories factory"",""Chic Accessories Factory""]",2,2024
145879,21,3554_1703064058172_69053,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,12556,106.534,Hair Accessories,Hair Accessories,Soft Headbands,0.031677000000000004,"BJN38 / ICCS24CRFLE-BLUEE
set of 3pcs
with 3%rebate",315,"[""Chic Accessories Factory"",""New ChaoQi Hair Accessories Co.LTD.DongGuan""]",2,2024
149615,1,3554_1705461928444_63054,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,10333,104.418,Hair Accessories,Hair Accessories,Elastics,0.48939599999999994,"XM727 / ADCW20ETRE9-MULTICO
Elastic with 100pcs in set
with 3%rebate",5000,"[""New ChaoQi Hair Accessories Co.LTD.DongGuan"",""Chic Accessories Factory"",""YIWU HANJI KNITTED GOODS FACTORY""]",3,2024
91151,1,2883_1679994514876_72940,Oriflame Cosmetics Global S.A.,Group - Oriflame,9958,104.044,Fashion Accessories,Jewellery,Necklaces,0.0578,45977.1 Amare Necklace Set,3360,"[""Dongguan Xingyi Printing Co., Ltd."",""Boluo County Shiwan Town Jingtaixin Hardware Accessories Factory""]",2,2023
102325,1,3554_1685521487004_68029,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,11129,105.213,Hair Accessories,Hair Accessories,Scrunchies,0.033697,"ARG95 / ICCW232CHOU
elastic with 2pcs in set",4696,"[""Chic Accessories Factory"",""New ChaoQi Hair Accessories Co.LTD.DongGuan""]",2,2023
128698,1,2881_1692258636127_8646,NEWORCH,Group - Orchestra,11595,105.675,Textiles,Textile Accessories,Cut & Sew Hat / Cap,0.054,BONDREE-BA  CASQUETTE,14580,"[""ANHUI LIGHT INDUSTRIES INTERNATIONAL CO., LTD""]",1,2024
96474,5,3180_1682586541505_34797,SLG BRANDS LIMITED,Group - SLG,10811,104.895,Home Fragrance,Oil,Essential Oils,0.2175,OSPREY - EDT,10032,"[""Suzhou Versailles Cosmetics Co., Ltd"",""DongGuan DEDE Packaging Co. LTD""]",2,2023
146669,1,3554_1703758811050_44457,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,11029,105.113,Hair Accessories,Hair Accessories,Elastics,0.23991600000000002,"XM789 / ADCW20EFIN9-MARROSEGOL 
set of 20 items
with 3%rebate",10398,"[""Chic Accessories Factory"",""New ChaoQi Hair Accessories Co.LTD.DongGuan""]",2,2024
92376,43,3554_1680597911902_82098,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,10333,104.418,Hair Accessories,Hair Accessories,Elastics,0.48939599999999994,"XM727 / ADCW20ETRE9-MULTICO
Elastic with 100pcs in set
with 3%rebate",242,"[""New ChaoQi Hair Accessories Co.LTD.DongGuan"",""Chic Accessories Factory"",""YIWU HANJI KNITTED GOODS FACTORY""]",3,2023
95670,7,3554_1682328346014_46055,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,9044,103.231,Hair Accessories,Hair Accessories,Elastics,0.030333,"XM789 / ADCW20EFIN9 -ROSBLCSILV
set of 20 items
with 3%rebate",349,"[""Chic Accessories Factory"",""New ChaoQi Hair Accessories Co.LTD.DongGuan""]",2,2023
105083,4,52815_1687152014968_42640,Rituals Cosmetic Trade B.V.,Group - Rituals,11273,105.356,Sundries,Home,Bathroom,0.3412,Enume Cotton Jar Antique Silver,1002,"[""Dongguan Xingyi Printing Co., Ltd."",""Guangdong ShengYiLong House Product Technology Limited""]",2,2023
125241,6,3554_1690192231255_6237,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,11473,105.553,Hair Accessories,Hair Accessories,Hair Sets,0.11067600000000001,"ARF99/ICCW23LOHAL
Hair clip 6pc+Elastic 3pcs in set
with 3%rebate",407,"[""Chic Accessories Factory"",""New ChaoQi Hair Accessories Co.LTD.DongGuan""]",2,2023
74284,5,4483_1668753450630_65260,Rituals Cosmetic Trade B.V.,Group - Rituals,9438,103.525,Packaging,Secondary,Accessories - Ribbons / Cords / Elastics,0.0032000000000000006,"Ribbon Sephora Mehr Medium 2023

3 Loops - 6mm width 100% Recycled Grosgrain Ribbon
Material: 100% Recycled Polyester + elastic band",32400,"[""YangZhou Bestpak Gifts & Crafts Co., Ltd.""]",1,2023
132147,1,4483_1693982727064_22340,Mighty Ocean Company Limited,Group - The Body Shop,11774,105.753,Packaging,Secondary,Boxes / Paper Bags - Non-Foldable Box,0.039,"Hand Trio Gift Box
Material：350gsm FSC Artcard + satin ribbon tab in width 10mm, CMYK + 2C with matt varnish

FCS MIX CREDIT",5000,"[""DongGuan DEDE Packaging Co. LTD""]",1,2023
74450,13,3173_1668997053862_56260,Concept 4 SRL - Kiabi,Group - Kiabi,9172,103.359,Fashion Accessories,Eyewear,Sunglasses,0.024,ADX72 / JBOS23GBAI2-BL_FRUIT,1918,"[""Kunshan ZhouZhuang fengda garment accessories factory"",""Wenzhou Dongtian Glasses Manufacture Co.,Ltd""]",2,2023
78687,1,4484_1672297110028_39012,GROUPE NOCIBE (C4HK),Group - Nocibe Douglas,5806,100.839,Beauty Accessories,Face,Eyelash Tools,0.0366,279129NOCIBE RECOURBE CILS,15060,"[""Sure Fashion Products Co Ltd"",""WING FAIT BNG (CHINA) PRINTING LIMITED""]",2,2023
100447,16,3554_1684488588196_5446,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,11121,105.205,Hair Accessories,Hair Accessories,Claw Clips,0.031696999999999996,"ARF30 / ICLW23CRNOE-NATURAL1
Hair clip 1pc",116,"[""Chic Accessories Factory""]",1,2023
76270,7,15447_1670462337069_46447,SLG BRANDS LIMITED,Group - SLG,9593,103.680,Cosmetics,Color Cosmetics,Eyes - Eyeshadow,0.0942,ONL 12 PLT NUDE,3600,"[""Zhongshan Domiline Cosmetics Co., Ltd.""]",1,2023
97118,14,3180_1682772832582_84454,SLG BRANDS LIMITED,Group - SLG,10870,104.954,Cosmetics,Toiletries,Hand - Cream,0.318,SUPERDRY - Travel Pack (Cup and toiletries),3582,"[""Frog Prince(Fujian)Baby & Child Care Products Co.,Ltd."",""Dongguan DD Plastic Company Limited""]",2,2023
144310,26,3554_1702027296174_86104,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,12477,106.455,Hair Accessories,Hair Accessories,Elastics,0.393697,"AZT71 / ICCS24ELAS9
set of 16 items
with 3%rebate",73,"[""Chic Accessories Factory"",""New ChaoQi Hair Accessories Co.LTD.DongGuan""]",2,2023
71898,1,2895_1667293463249_10093,"Astral Health & Beauty, Inc.",Group - Astral,9325,103.412,Beauty Accessories,Hands & Feet,Decoration & Nail Art Tools,0.0126,BL 3PC NAIL ART TOOL SET,2000,"[""Sure Fashion Products Co Ltd""]",1,2023
142423,7,4483_1700649944556_52291,Rituals Cosmetic Trade B.V.,Group - Rituals,12372,106.350,Packaging,Secondary,Accessories - Ribbons / Cords / Elastics,0.00645,"Ribbon Homme Small 2024

Ribbon: Recycled Grosgrain (100% Recycled PET) + 1.7mm Dia. round elastic band
With 1.2mm Dia. Gold Elastic loop in 5cm Long for attaching hangtag to ribbon
With 5cm x 5cm folded hangtag (open size in L10cm x W5cm)
Hangtag material: 350gsm C2S FSC Artcard
(FSC MIX CREDIT)",192360,"[""DongGuan DEDE Packaging Co. LTD"",""YangZhou Bestpak Gifts & Crafts Co., Ltd.""]",2,2024
81125,1,3554_1673496120869_43329,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,8966,103.153,Hair Accessories,Hair Accessories,Elastics,0.255833,"XL792 / ADLW202FINE
with 3%rebate",3756,"[""Chic Accessories Factory"",""New ChaoQi Hair Accessories Co.LTD.DongGuan""]",2,2023
140610,13,3554_1699264159993_77501,LA GENERALE POUR L ENFANT MAJOR,Group - Sergent Major,12186,106.165,Hair Accessories,Hair Accessories,Soft Headbands,0.022701000000000002,KANEMO,360,"[""Kunshan ZhouZhuang fengda garment accessories factory"",""Chic Accessories Factory"",""Li Fu Enterprises Corp.""]",3,2023
144192,1,4483_1702001574312_53103,The Body Shop International Limited,Group - The Body Shop,12447,106.425,Packaging,Secondary,Accessories - Tags,0.003,"GC TAG SHEA HAIR GWP Q3 2024 AX

230gsm Coated paper
(FSC MIX CREDIT)",78900,"[""XIAMEN NICE PACKAGING PRODUCTS CO., LTD.""]",1,2024
85159,9,3554_1677138100277_4356,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,9944,104.030,Hair Accessories,Hair Accessories,Soft Headbands,0.013666000000000001,"AAI18 / ICLS23STTRA
Headband 1pc",792,"[""Chic Accessories Factory"",""New ChaoQi Hair Accessories Co.LTD.DongGuan""]",2,2023
72267,4,4804_1667465044677_3305,Rituals Cosmetic Trade B.V.,Group - Rituals,9339,103.426,Sundries,Home,Bathroom,0.544,Dedaine Soap Tray Black Marble,2004,"[""Guangdong ShengYiLong House Product Technology Limited""]",1,2023
73988,7,3006_1668578794991_52856,FAST ASIA SUPPLIERS TAPE A L'OEIL LTD,Group - TAO,9461,103.548,Hair Accessories,Hair Accessories,Hairbands,0.017,3hairbands in one set,984,"[""Kunshan ZhouZhuang fengda garment accessories factory"",""Li Fu Enterprises Corp.""]",2,2023
76319,1,2870_1670469231905_2154,"Atlantic Trim Accessories,LLC C/O Milagros Javier",Group - Atlantic Trim,5372,100.519,Bags,Small Goods,Trinket,0.001,N6235 NUBUCK BROWN SUEDE W/ANTIQUE BRASS FINDING,50000,"[""Shanghai Langyide Garments Accessories Co. Ltd""]",1,2023
67239,1,2900_1664359924014_72985,Rituals Cosmetic Trade B.V.,Group - Rituals,5477,100.624,Packaging,Secondary,Boxes / Paper Bags,0.069,"Shopping Bag Medium

Bag: 120gsm FSC White Kraft paper + 350gsm Greyback for bottom card & inside of turn tops + 5 x 380mm Black paper twisted handle
(FSC MIX CREDIT)",164400,"[""XIAMEN NICE PACKAGING PRODUCTS CO., LTD.""]",1,2023
83303,1,2898_1675323774383_60803,DOUGLAS COSMETICS GMBH - S,Group - Nocibe Douglas,9805,103.891,Cosmetics,Color Cosmetics,Eyes - Eyeshadow,0.02,DOUGLAS XMAS23 LIQUID EYESHADOW CHAMPAGNE,104100,"[""Zhongshan Domiline Cosmetics Co., Ltd.""]",1,2023
83423,1,2881_1675410391866_72938,NEWORCH,Group - Orchestra,6081,101.078,Textiles,Textile Accessories,Knitted Set,0.256,JUS-AX HATS/SCARF,16000,"[""Kunshan ZhouZhuang fengda garment accessories factory"",""JIANGSU FSD KNITTING CO.,LTD""]",2,2023
84050,16,15447_1676040436786_98103,SLG BRANDS LIMITED,Group - SLG,9595,103.682,Cosmetics,Color Cosmetics,Eyes - Eyeshadow,0.0942,ONL 12 PLT SMOKY,900,"[""Zhongshan Domiline Cosmetics Co., Ltd.""]",1,2023
147771,13,3554_1704425837912_76763,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,12507,106.485,Hair Accessories,Hair Accessories,Elastics,0.114906,"XL791 / ADLW20ECOOL-DARK HAIR
set of 10 items
with 3%rebate",2142,"[""Chic Accessories Factory"",""New ChaoQi Hair Accessories Co.LTD.DongGuan""]",2,2024
98047,13,2898_1683286313154_9538,SLG BRANDS LIMITED,Group - SLG,10957,105.041,Cosmetics,Toiletries,Gift Set,0.483,"THE DAILY COMMUTE

Content:
100ml Body wash
100ml Shampoo/Conditioner
50ml Face Hydrator
Wash Bag
Wap Band",12,"[""DONGGUAN JINGWEI IMPORT AND EXPORT CO.,LTD."",""Xiamen Thinker Packaging Products Co.,Ltd."",""Frog Prince(Fujian)Baby & Child Care Products Co.,Ltd.""]",3,2023
93478,1,3180_1681288389415_93467,Avon Cosmetics Ltd,Group - Avon,10399,104.484,Home Fragrance,Diffusers,Reed Diffusers,0.34768,Eve Diffuser Giftset,1752,"[""Dongguan Xingyi Printing Co., Ltd."",""Ningbo Kwungs Home Interior & Gift Co Ltd""]",2,2023
134591,1,3173_1695707466494_61900,Concept 4 SRL - Kiabi,Group - Kiabi,11888,105.867,Fashion Accessories,Eyewear,Sunglasses,0.031799999999999995,BIO38 / ICOS24BCOLO-ORANGE,1992,"[""Kunshan ZhouZhuang fengda garment accessories factory"",""Wenzhou Dongtian Glasses Manufacture Co.,Ltd""]",2,2024
101185,1,2881_1684985225166_11389,SLG BRANDS LIMITED,Group - SLG,11148,105.232,Textiles,Textile Accessories,Socks,0.129,CHEESY FEET,3408,"[""Xiamen Thinker Packaging Products Co.,Ltd."",""SHANGHAI BRIGHT LIFE I/E CO., LTD""]",2,2023
85135,9,3554_1677136123933_12858,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,9942,104.028,Hair Accessories,Hair Accessories,Clic Clac & Bobby Pin's,0.043666,"AAL81 / ICCS23CRFRU
Hair clip with 3pcs in set",5166,"[""Chic Accessories Factory"",""New ChaoQi Hair Accessories Co.LTD.DongGuan""]",2,2023
80424,16,2881_1673324331876_47856,NEWORCH,Group - Orchestra,9766,103.853,Textiles,Textile Accessories,Knitted Hats,0.06299999999999997,ORIBBEDBBGA-AZ  CAP,270,"[""Kunshan ZhouZhuang fengda garment accessories factory"",""ANHUI LIGHT INDUSTRIES INTERNATIONAL CO., LTD""]",2,2023
87968,1,2881_1678873397953_35008,NEWORCH,Group - Orchestra,10062,104.148,Textiles,Textile Accessories,Knitted Set,0.22000000000000003,OCATSEYES-AZ HATS/SCARF,11500,"[""Kunshan ZhouZhuang fengda garment accessories factory"",""ANHUI LIGHT INDUSTRIES INTERNATIONAL CO., LTD""]",2,2023
94812,1,2900_1682043612856_24358,Rituals Cosmetic Trade B.V.,Group - Rituals,5307,100.455,Packaging,Secondary,Boxes / Paper Bags,0.12,"Shopping Bag Small

Bag: 120gsm FSC White Kraft paper + 250gsm Greyback for bottom card & inside of turn tops + 5 x 380mm Black paper twisted handle 
(FSC MIX CREDIT)",182800,"[""XIAMEN NICE PACKAGING PRODUCTS CO., LTD.""]",1,2023
146669,7,3554_1703758811050_71800,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,11029,105.113,Hair Accessories,Hair Accessories,Elastics,0.23991600000000002,"XM789 / ADCW20EFIN9-MARROSEGOL 
set of 20 items
with 3%rebate",239,"[""Chic Accessories Factory"",""New ChaoQi Hair Accessories Co.LTD.DongGuan""]",2,2024
107325,5,3554_1688376829325_66328,LA GENERALE POUR L ENFANT MAJOR,Group - Sergent Major,11296,105.379,Hair Accessories,Hair Accessories,"Barrettes, Clips and Combs",0.015000999999999997,"GLICORNETTE
Hair clip with 4pcs in set
with 3%rebate",2544,"[""Chic Accessories Factory""]",1,2023
94112,1,35897_1681813263300_17196,Rituals Cosmetic Trade B.V.,Group - Rituals,9693,103.780,Textiles,Home Textile,Cushion Cover,0.472,"Vellore Cushion Cover
Beaded Leaves 50 x 30 cm",400,"[""IRIS HOME EXPORTS PVT LTD""]",1,2023
128752,1,3554_1692265196928_2767,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,10780,104.864,Hair Accessories,Hair Accessories,Elastics,0.013727999999999997,"XL791 / ADLW20ECOOL-REAL BLACK
set of 10 items
with 3%rebate",938,"[""Chic Accessories Factory"",""New ChaoQi Hair Accessories Co.LTD.DongGuan""]",2,2023
145822,1,3554_1703053766842_58727,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,12548,106.526,Hair Accessories,Hair Accessories,Soft Headbands,0.018677,"BJN68 / ICCS24STFLE
set of 1pcs
with 3%rebate",9198,"[""Chic Accessories Factory"",""New ChaoQi Hair Accessories Co.LTD.DongGuan""]",2,2024
78349,1,3180_1672189691833_5355,Avon Cosmetics Ltd,Group - Avon,8649,102.837,Home Fragrance,Diffusers,Reed Diffusers,0.28932500000000005,Fresh Cotton 70ml Diffuser(2023),2520,"[""Ramesh Flowers Private Limited""]",1,2023
107090,1,2870_1688112309623_90101,Mary Kay Inc.,Group - Mary Kay,11331,105.414,Bags,Bags Fashion,Tote - Bags Fashion,0.12179999999999999,BAG-NONWOVENPP-MKC-LC24/PK4,3000,"[""WENZHOU SHAMOO BAGS CO., LTD""]",1,2023
84725,19,3173_1676885495819_22127,Concept 4 SRL - Kiabi,Group - Kiabi,9169,103.356,Fashion Accessories,Eyewear,Sunglasses,0.025,ZT356 / JBOS23BGLOS-ROUGE CORA,945,"[""Kunshan ZhouZhuang fengda garment accessories factory"",""Wenzhou Dongtian Glasses Manufacture Co.,Ltd""]",2,2023
84326,2,2881_1676430238685_43778,Rituals Cosmetic Trade B.V.,Group - Rituals,9885,103.971,Textiles,Home Textile,Duvet Cover,0.2,Singapore Satin Cotton Duvet Cover 150x200cm White,90,"[""Homesense Textile Co. Ltd""]",1,2023
79513,1,15447_1672739263674_13471,GROUPE NOCIBE (C4HK),Group - Nocibe Douglas,8794,102.982,Cosmetics,Color Cosmetics,Face - Bronzer,0.11200000000000002,"NOCIBE M-H FACE PAL 2 WM

300gsm ,FSC MIX CREDIT",9984,"[""Zhongshan Domiline Cosmetics Co., Ltd."",""New colorich Packaging (ZHONGSHAN) Co.,Ltd""]",2,2023
71536,1,3180_1667199058911_89853,Avon Cosmetics Ltd,Group - Avon,8649,102.837,Home Fragrance,Diffusers,Reed Diffusers,0.28932500000000005,Fresh Cotton 70ml Diffuser(2023),5005,"[""Ramesh Flowers Private Limited""]",1,2023
57333,4,2881_1659087859402_25590,NEWORCH,Group - Orchestra,8295,102.590,Textiles,Textile Accessories,Straw Hat,0.066,EKINA-AY HAT,1330,"[""CIXI VILLAGER HAT FACTORY"",""Dongguan Xingyi Printing Co., Ltd.""]",2,2023
105149,1,35897_1687160618239_96201,Rituals Cosmetic Trade B.V.,Group - Rituals,7789,102.384,Textiles,Textile Garment,Kaftans / Kimonos,0.21,Jaypur Saree Kimono Sunflower Black,2016,"[""NCCR EXPORTS""]",1,2023
137822,4,3006_1697609603056_16606,JACADI,Group - Jacadi,12004,105.983,Hair Accessories,Hair Accessories,Elastics,0.011,2elastics in one set,552,"[""Kunshan ZhouZhuang fengda garment accessories factory"",""Chic Accessories Factory""]",2,2023
78358,1,3180_1672191569215_21793,Cosmeticos Avon S.A.,Group - Avon,5135,100.313,Home Fragrance,Diffusers,Reed Diffusers,0.14934999999999998,White Jasmine 70ml Diffuser,4464,"[""Dongguan Xingyi Printing Co., Ltd."",""Ningbo Kwungs Home Interior & Gift Co Ltd""]",2,2023
97857,1,2898_1683266849068_59396,SLG BRANDS LIMITED,Group - SLG,10920,105.004,Cosmetics,Toiletries,Gift Set,0.22,"FINAL WHISTLE BOO001

Content:
200g Rugby ball soap
Color box",8604,"[""Frog Prince(Fujian)Baby & Child Care Products Co.,Ltd."",""Dongguan Xingyi Printing Co., Ltd.""]",2,2023
120958,1,2881_1689567675009_60222,FAST ASIA SUPPLIERS TAPE A L'OEIL LTD,Group - TAO,11411,105.492,Textiles,Textile Accessories,Cut & Sew Hat / Cap,0.071,CAP ATOME G / Garçon Chapeau-casquette,266,"[""Kunshan ZhouZhuang fengda garment accessories factory"",""ANHUI LIGHT INDUSTRIES INTERNATIONAL CO., LTD""]",2,2023
85584,1,3554_1677488925028_89215,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,9645,103.732,Hair Accessories,Hair Accessories,Elastics,0.034467,"ZS293 / ICCS23CHGLI
2pcs Elastic in set
with7.5%rebate",4406,"[""Chic Accessories Factory"",""New ChaoQi Hair Accessories Co.LTD.DongGuan""]",2,2023
97280,1,3180_1682940937790_98359,Avon Cosmetics Ltd,Group - Avon,8950,103.137,Home Fragrance,Candles,Filled,0.5372,Lavender & Bergamot Jar Candle Small ,2520,"[""Ramesh Flowers Private Limited""]",1,2023
91323,11,2881_1680074906007_84516,NEWORCH,Group - Orchestra,10259,104.345,Textiles,Textile Accessories,Knitted Set,0.14,HOTRUC-AZ HATS/SCARF,504,"[""Kunshan ZhouZhuang fengda garment accessories factory"",""ANHUI LIGHT INDUSTRIES INTERNATIONAL CO., LTD""]",2,2023
137729,1,3554_1697535705879_83197,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,11996,105.975,Hair Accessories,Hair Accessories,Elastics,0.10369699999999998,"XL791 / ADLW20ECOOL-REAL BLACK
set of 10 items
with 3% rebate",35241,"[""Chic Accessories Factory"",""New ChaoQi Hair Accessories Co.LTD.DongGuan""]",2,2023
138999,1,35897_1698270995403_80601,Rituals Cosmetic Trade B.V.,Group - Rituals,9692,103.779,Textiles,Home Textile,Cushion Cover,0.285,"Vellore Cushion Cover Tsuru
Birds 40 x 60 cm",3200,"[""IRIS HOME EXPORTS PVT LTD""]",1,2024
104634,1,52715_1686822115350_33039,The Body Shop International Limited,Group - The Body Shop,11259,105.342,Packaging,Secondary,Boxes / Paper Bags - Non-Foldable Box,0.212,"GC BOX EDELWEISS AR24 A0X;
Container:120gsm Woodfree + 120gsm kraft paper + 1000gsm greyboard + jute ribbon
Fitment: corrugated board
(FSC MIX CREDIT)",11004,"[""Xiamen Thinker Packaging Products Co.,Ltd.""]",1,2023
129055,13,3554_1692605905205_81073,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,11599,105.679,Hair Accessories,Hair Accessories,Hair Sets,0.096866,"AXI04 / ICCW23LOCRI
Headband 1pcs+Hair clip 2pcs+Elastics 2pcs
7.5%rebate",143,"[""Chic Accessories Factory""]",1,2023
84857,1,2900_1676966294782_86228,Rituals Cosmetic Trade B.V.,Group - Rituals,6130,101.126,Packaging,Secondary,Boxes / Paper Bags,0.0217,"Winter gift bag S

Bag: 120gsm Woodfree paper + Red matte metallic embossed paper with brushed structure +300gsm base card + Self-Adhesive tape + art paper sticker with matt lamination
(FSC MIX CREDIT)",953500,"[""XIAMEN NICE PACKAGING PRODUCTS CO., LTD.""]",1,2023
83313,5,2898_1675324798201_7810,DOUGLAS COSMETICS GMBH - S,Group - Nocibe Douglas,9807,103.893,Cosmetics,Color Cosmetics,Lips - Lipsticks,0.0201,DOUGLAS XMAS23 LIQUID LIPSTICK ROSY WOOD,68700,"[""Zhongshan Domiline Cosmetics Co., Ltd.""]",1,2023
94188,1,2883_1681873821414_62231,SLG BRANDS LIMITED,Group - SLG,10507,104.592,Sundries,Outdoor/Travel/Wellness S,Travel Mugs / Cups,0.105,4-008763 COLLEGE BOTTLE,3114,"[""Frog Prince(Fujian)Baby & Child Care Products Co.,Ltd."",""Zhejiang Toursun Intelligence Co. Ltd""]",2,2023
147820,16,3554_1704439660566_33306,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,10333,104.418,Hair Accessories,Hair Accessories,Elastics,0.48939599999999994,"XM727 / ADCW20ETRE9-MULTICO
Elastic with 100pcs in set
with 3%rebate",5000,"[""YIWU HANJI KNITTED GOODS FACTORY"",""Chic Accessories Factory"",""New ChaoQi Hair Accessories Co.LTD.DongGuan""]",3,2024
