LINE_KEY,LAYER1_MATERIAL_NAME,LAYER1_COMPOSED_PERCENTAGE,LAYER2_MATERIAL_NAME,LAYER2_COMPOSED_PERCENTAGE,RAW_MATERIAL_NAME,RAW_MATERIAL_NAME_CLEAN,RAW_MATERIAL_COMPOSED_PERCENTAGE,EMISSION_FACTOR,UNIT,PERCENTAGE_TOTAL_CONTRIBUTION,PART,CLIENT_NAME,CLIENT_GROUP,DESCRIPTION,YEAR
3554_1642756207991_75302,,,,,metallic fibre,Metal,null,5.269,kgCO2e/kg,0.013611602921629834,null,LA GENERALE POUR L ENFANT MAJOR,Group - Sergent Major,HEADBAND,2022
2881_1651734702295_93903,,,,,polyester,Polyester plastic,1,4.685,kgCO2e/kg,1,null,SLG BRANDS LIMITED,Group - SLG,LONG PYJAMAS SET - POLKA DOT LARGE BOO001,2022
3554_1643187488074_45843,,,,,elastodiene,Elastane/Spandex fabric,0.75,8.775,kgCO2e/kg,0.7499999999999999,Elastic with Lurex thread,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,XM789 / ADCW20EFIN9,2022
4484_1644481584110_90020,,,,,wood,Wood,0.4,1.105,kgCO2e/kg,0.4,Body,Mary Kay Inc.,Group - Mary Kay,"10122325 BRUSH-LIQUID FOUNDATION
156x14mm",2022
2900_1658133951016_37367,,,,,paper,Paper,1,0.578,kgCO2e/kg,1,Body,Rituals Cosmetic Trade B.V.,Group - Rituals,"Shopping Bag Medium

Bag: 120gsm FSC White Kraft paper + 350gsm Greyback for bottom card & inside of turn tops + 5 x 380mm Black paper twisted handle
(FSC MIX CREDIT)",2022
3554_1653645388454_16726,,,,,polyamide,Nylon/Polyamide (PA) plastic,0.51,9.645,kgCO2e/kg,0.51,null,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,XL791 / ADLW20ECOOL,2022
3554_1657253061027_42731,,,,,polyester,Polyester plastic,0.45,4.685,kgCO2e/kg,0.45,null,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,XS153 / ADCW20STGLI,2022
2900_1646905793032_40561,,,,,paper,Paper,1,0.578,kgCO2e/kg,1,Body,Rituals Cosmetic Trade B.V.,Group - Rituals,"Winter Gift Bag XXL

Bag: 120gsm Woodfree paper + Red matte metallic embossed paper with brushed structure +300gsm base card + Self-Adhesive tape + art paper sticker with matt lamination
(FSC MIX CREDIT)",2022
3006_1664180938886_63285,,,,,elastane,Elastane/Spandex fabric,null,8.775,kgCO2e/kg,0.021512914590690168,null,Okaidi France SAS,Group - Okaidi,1hairband in one set,2022
3554_1646813278533_52921,,,,,cotton,Cotton fabric,0.93,8.177,kgCO2e/kg,0.93,Other,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,XX308 / ADLS21BANDO,2022
3554_1661246440474_6876,,,,,elastodiene,Elastane/Spandex fabric,0.74,8.775,kgCO2e/kg,0.7400000000000001,null,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,"XL829 / ADCW20ELAS9-MULTIPINK
set of 16 items
with 3%rebate",2022
4804_1642146366912_5068,,,,,silicone,Silicone plastic,1,8.105,kgCO2e/kg,0.05,Other,Rituals Cosmetic Trade B.V.,Group - Rituals,Dedaine Toothbrush Holder Black Marble,2022
2881_1643190357227_83786,,,,,acrylic,Poly(methyl methacrylate) (PMMA) (Acrylic) plastic,0.25,5.645,kgCO2e/kg,0.25,Shell,NEWORCH,Group - Orchestra,MINCLUS-AX CAP,2022
2881_1647572946337_60661,,,,,polyester,Polyester plastic,0.19,4.685,kgCO2e/kg,0.19,null,NEWORCH,Group - Orchestra,QUIMEMPLOI-AX HATS/SCARF,2022
3006_1654588237697_11934,,,,,iron,Iron,null,2.366,kgCO2e/kg,0.019263163350912875,null,FAST ASIA SUPPLIERS TAPE A L'OEIL LTD,Group - TAO,BANDEAU IFAON F,2022
2870_1647847715091_46447,,,,,cotton,Cotton fabric,null,8.177,kgCO2e/kg,0.008205626833345336,null,Oriflame Cosmetics Global S.A.,Group - Oriflame,"Curated Handbag with  Printing label
with matte lamination( FSC MIX CREDIT)",2022
3554_1660707804369_90135,,,,,cotton,Cotton fabric,0.95,8.177,kgCO2e/kg,0.95,Body,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,"XS133 / ADCW20CHBAS-POWDERPINK
set of 2 tiems
with 3%rbate",2022
3554_1640765697537_16082,,,,,elastane,Elastane/Spandex fabric,0.2,8.775,kgCO2e/kg,0.2,null,FAST ASIA SUPPLIERS TAPE A L'OEIL LTD,Group - TAO,Elastic with 3pcs in set,2022
3173_1648617909785_61277,,,,,acrylic,Poly(methyl methacrylate) (PMMA) (Acrylic) plastic,0.8,5.645,kgCO2e/kg,0.8,null,LA GENERALE POUR L ENFANT MAJOR,Group - Sergent Major,BRACELET,2022
3554_1648103518006_37693,,,,,polyester,Polyester plastic,0.26,4.685,kgCO2e/kg,0.26,null,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,"XL829 / ADCW20ELAS9
set of 16 items
with 3%rebate",2022
3554_1645586176758_57164,,,,,polyester,Polyester plastic,0.35,4.685,kgCO2e/kg,0.35,null,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,YW494 / ACCS22SETIE,2022
3554_1652327360066_89338,,,,,elastodiene,Elastane/Spandex fabric,0.63,8.775,kgCO2e/kg,0.63,Elastic without lurex thread,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,XM789 / ADCW20EFIN9,2022
4804_1640923204416_14238,,,,,silicone,Silicone plastic,1,8.105,kgCO2e/kg,0.05,Other,Rituals Cosmetic Trade B.V.,Group - Rituals,Dedaine Toothbrush Holder Brown Marble,2022
2900_1665719467028_80958,,,,,polyester,Polyester plastic,1,4.685,kgCO2e/kg,1,Other,Concept 4 SAS,Group - Concept4,"NOCIBE ST VAL 2023 KIT MAQ
Box & Insert - 350gsm artcard; 
Ribbon - Polyester
(FSC MIX Credit)",2022
2870_1651025961612_89425,,,,,polyester,Polyester plastic,null,4.685,kgCO2e/kg,0.17370909127488213,null,SLG BRANDS LIMITED,Group - SLG,BEAUTY BAG  BOO001,2022
3554_1670298856468_83656,,,,,iron,Iron,0.05,2.366,kgCO2e/kg,0.049999999999999996,null,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,"ZS214 / ICLS23CRGL2
2pcs hair clip in set
with3%rebate",2022
3006_1648721256209_33772,,,,,polyester,Polyester plastic,0.8,4.685,kgCO2e/kg,0.7999999999999999,null,JACADI,Group - Jacadi,1clip in one set,2022
3554_1666322004398_96062,,,,,polyamide,Nylon/Polyamide (PA) plastic,null,9.645,kgCO2e/kg,0.11075910991703262,null,NEWORCH,Group - Orchestra,"OFROUTILLE-AY/AFIOM8-ROC-Solid
Elastic",2022
3554_1661247884211_39585,,,,,polyester,Polyester plastic,0.37,4.685,kgCO2e/kg,0.37000000000000005,Elastic without lurex thread,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,"XM789 / ADCW20EFIN9-MARROSEGOL 
set of 20 items
with 3%rebate",2022
3554_1644892701092_76998,,,,,polyester,Polyester plastic,0.4,4.685,kgCO2e/kg,0.39999999999999997,null,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,YY783 / ACLS22STBIN,2022
4804_1649829498283_54968,,,,,silicone,Silicone plastic,1,8.105,kgCO2e/kg,1,Other,Rituals Cosmetic Trade B.V.,Group - Rituals,Enume Toothbrush Holder Antique,2022
2881_1642226925143_62121,,,,,polyamide,Nylon/Polyamide (PA) plastic,0.17,9.645,kgCO2e/kg,0.17,null,NEWORCH,Group - Orchestra,MINERTIEL-AX  GLOVE,2022
2900_1644219819305_20546,,,,,rubber,Natural Rubber (NR),0.2,2.333,kgCO2e/kg,0.1,Body,Rituals Cosmetic Trade B.V.,Group - Rituals,"Ribbon + booklet Small Ayurveda 2021

Ribbon: 100% polyester 39mm GG Ribbon in 277mm L(folded in half) + 2mm Dia. elastic band in 57mm L(folded in half)+2mm Dia. Gold elastic String in 150mm loop length
Small Paper Tag: 360gsm Coated paper
(FSC MIX CREDIT)",2022
3554_1643187488074_98075,,,,,elastodiene,Elastane/Spandex fabric,0.63,8.775,kgCO2e/kg,0.63,Elastic without lurex thread,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,XM789 / ADCW20EFIN9,2022
3554_1666344301556_23531,,,,,iron,Iron,null,2.366,kgCO2e/kg,0.016696723326259922,null,NEWORCH,Group - Orchestra,"CONGABIS-AY/AI00A6-ECR-Assorted
baby Headband",2022
3554_1643259981862_59859,,,,,iron,Iron,0.8,2.366,kgCO2e/kg,0.8,Body,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,XL875 / ADCW20PSTA9,2022
3554_1651029985130_83462,,,,,viscose,Viscose/Rayon fabric,null,13.92,kgCO2e/kg,0.0015060308613080104,null,NWBEEZ ltd,Group - Sergent Major,PYAJOCLIC2,2022
3554_1642733483298_75190,,,,,metallic fibre,Metal,null,5.269,kgCO2e/kg,0.0016636428081157047,null,GEMO,Group - Gemo,HEADBAND,2022
3180_1650272313897_14213,,,,,natural rattan,Woven bamboo mat,null,0.671,kgCO2e/kg,1,null,Avon Cosmetics Ltd,Group - Avon,White Jasmine Car Refills,2022
3006_1645152583895_1478,,,,,acrylic,Poly(methyl methacrylate) (PMMA) (Acrylic) plastic,0.4,5.645,kgCO2e/kg,0.4,null,FAST ASIA SUPPLIERS TAPE A L'OEIL LTD,Group - TAO,2hairbands in one set,2022
3554_1655179058327_91744,,,,,glass,Glass,null,1.01,kgCO2e/kg,0.012532843001243545,null,LA GENERALE POUR L ENFANT MAJOR,Group - Sergent Major,DUHORETTE,2022
3554_1643267142257_45866,,,,,paper,Paper,0.25,0.578,kgCO2e/kg,0.25,null,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,YY768 / ACLS22STPLA,2022
3554_1652425947047_879,,,,,polyester,Polyester plastic,0.3,4.685,kgCO2e/kg,0.3,Body,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,XM881 / ADCW20CGRA2,2022
3554_1663922893546_86667,,,,,acetate,acetate,null,2.435169279,kgCO2e/kg,0.006097058757361726,null,LA GENERALE POUR L ENFANT MAJOR,Group - Sergent Major,"FEURETTE
set of 4 items",2022
3554_1643259981862_25223,,,,,iron,Iron,0.8,2.366,kgCO2e/kg,0.8,null,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,XL875 / ADCW20PSTA9,2022
3554_1666858522900_89346,,,,,resin,resin,null,3.817383402,kgCO2e/kg,0.00041727917444773854,null,NWBEEZ ltd,Group - Sergent Major,"RYAJOCLIC8
Hair clip with 3%rebate",2022
2900_1643166863376_13452,,,,,paper,Paper,1,0.578,kgCO2e/kg,1,Body,Rituals Cosmetic Trade B.V.,Group - Rituals,"Shopping Bag Medium

Bag: 120gsm FSC White Kraft paper + 350gsm Greyback for bottom card & inside of turn tops + 5 x 380mm Black paper twisted handle
(FSC MIX CREDIT)",2022
2900_1656402057555_64318,,,,,paper,Paper,1,0.578,kgCO2e/kg,1,Body,Rituals Cosmetic Trade B.V.,Group - Rituals,"Shopping Bag Small

Bag: 120gsm FSC White Kraft paper + 250gsm Greyback for bottom card & inside of turn tops + 5 x 380mm Black paper twisted handle 
(FSC MIX CREDIT)",2022
4483_1647234194007_46807,,,,,polyester,Polyester plastic,null,4.685,kgCO2e/kg,0.0035741109216657105,null,Rituals Cosmetics Hong Kong Limited,Group - Rituals,The Ritual of Mehr - Press Kit: Lid: 182gsm Metallic Gold paper+PP lamination+1.5mm greyboard+120gsm Keaykolour Pumpkin paper; Bottom:120gsm Keaykolour Pumpkin+1.5mm greyboard+2mm greyboard+157gsm artpaper; Fitment: 182gsm Metallic gold paper+PP lamination+EVA; Ribbon+elastic closure+clear sticker,2022
3554_1656907248179_58448,,,,,elastane,Elastane/Spandex fabric,0.05,8.775,kgCO2e/kg,0.05,null,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,XS133 / ADCW20CHBAS,2022
2881_1642578735510_66031,,,,,elastane,Elastane/Spandex fabric,0.05,8.775,kgCO2e/kg,0.05,null,LA GENERALE POUR L ENFANT MAJOR,Group - Sergent Major,PYIGOBON 22WI09F3BON050,2022
3554_1655346791703_6422,,,,,elastane,Elastane/Spandex fabric,null,8.775,kgCO2e/kg,0.02121295272031736,null,LA GENERALE POUR L ENFANT MAJOR,Group - Sergent Major,DARITA,2022
3554_1645512051522_24499,,,,,iron,Iron,0.6,2.366,kgCO2e/kg,0.6,null,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,YW487 / ACCS22CRBOW,2022
2870_1648459518465_90710,,,,,paper,Paper,1,0.578,kgCO2e/kg,1,Body,The Body Shop International Limited,Group - The Body Shop,"GC SLEEVE MED SHEA XM22 A0X
Container: 300gsm FSC Sen Woodfree paper ( FSC MIX CREDIT)",2022
3554_1652323739701_71790,,,,,cotton,Cotton fabric,0.95,8.177,kgCO2e/kg,0.95,null,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,XS133 / ADCW20CHBAS,2022
2881_1647572946337_60661,,,,,polyamide,Nylon/Polyamide (PA) plastic,0.28,9.645,kgCO2e/kg,0.28,null,NEWORCH,Group - Orchestra,QUIMEMPLOI-AX HATS/SCARF,2022
3554_1642748039946_87505,,,,,viscose,Viscose/Rayon fabric,null,13.92,kgCO2e/kg,0.0009173379458989092,null,LA GENERALE POUR L ENFANT MAJOR,Group - Sergent Major,Hair clip with 4pcs in set,2022
3180_1641956800201_17271,,,,,liquid (essential oil),liquid (essential oil),null,0.953,kgCO2e/kg,0.0668017114081254,null,AVON Justine (Pty.) LTd (South Africa),Group - Avon,Forest Escape FG Oil,2022
4483_1654076796752_70039,,,,,polyester,Polyester plastic,1,4.685,kgCO2e/kg,1,Body,Rituals Cosmetic Trade B.V.,Group - Rituals,"Ribbon Easter Egg Homme 2023

Ribbon: 25mm Grosgrain Ribbon + 2mm
Round Elastic band and 6mm Flat Elastic
band",2022
2870_1656059486717_8931,,,,,polyester,Polyester plastic,null,4.685,kgCO2e/kg,0.4,null,Oriflame Cosmetics Global S.A.,Group - Oriflame,Musa Trolley 70gsm art paper 1C+0 with matt varnish (FSC MIX CREDIT),2022
3554_1660199256199_65483,,,,,polyester,Polyester plastic,0.37,4.685,kgCO2e/kg,0.37000000000000005,Elastic without lurex thread,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,"XM789 / ADCW20EFIN9 -ROSBLCSILV
set of 20 items
with 3%rebate",2022
3554_1648103518006_48697,,,,,polyester,Polyester plastic,0.26,4.685,kgCO2e/kg,0.26,null,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,XL829 / ADCW20ELAS9,2022
3554_1653374271643_28812,,,,,metallic fibre,Metal,null,5.269,kgCO2e/kg,0.013611602921629834,null,NEWORCH,Group - Orchestra,TAUPE-AX/AI008U-BGC,2022
3554_1661160732601_57044,,,,,epoxy,Epoxy plastic,0.05,7.445,kgCO2e/kg,0.05,Body,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,XL875 / ADCW20PSTA9,2022
2900_1637573704756_70201,,,,,rubber,Natural Rubber (NR),null,2.333,kgCO2e/kg,0.017333260438448815,null,Rituals Cosmetic Trade B.V.,Group - Rituals,"Ribbon + booklet Medium Ayurveda 2021

Ribbon: 100% polyester 39mm GG Ribbon in 323mm L(folded in half) + 2mm Dia. elastic band in 57mm L(folded in half)+2mm Dia. Gold elastic String in 110mm loop length
Large Paper Tag: 360gsm Coated paper
Metal Coin: Zinc Alloy in 39mm Dia.
(FSC MIX CREDIT)",2022
3006_1645075584872_53190,,,,,cotton,Cotton fabric,0.5,8.177,kgCO2e/kg,0.5,null,FAST ASIA SUPPLIERS TAPE A L'OEIL LTD,Group - TAO,2clips in one set,2022
3180_1655090436758_94506,,,,,natural rattan,Woven bamboo mat,null,0.671,kgCO2e/kg,1,null,Avon Cosmetics Ltd,Group - Avon,Fresh Cotton Car Refills,2022
3554_1654740886290_52999,,,,,acetate,acetate,null,2.435169279,kgCO2e/kg,0.01726998396967689,null,NWBEEZ ltd,Group - Sergent Major,PYAJOCLIC5-Solid,2022
3006_1647955929698_32025,,,,,polyester,Polyester plastic,0.4,4.685,kgCO2e/kg,0.39999999999999997,null,Okaidi France SAS,Group - Okaidi,5clips in one set,2022
3554_1642748039946_22810,,,,,polyamide,Nylon/Polyamide (PA) plastic,null,9.645,kgCO2e/kg,0.11075910991703262,null,LA GENERALE POUR L ENFANT MAJOR,Group - Sergent Major,Elastic with 4pcs in set,2022
2900_1641956463686_71762,,,,,polyester,Polyester plastic,0.8,4.685,kgCO2e/kg,0.8000000000000002,Body,Rituals Cosmetic Trade B.V.,Group - Rituals,"Ribbon Sakura Medium 2022

Ribbon: 100% polyester 39mm GG Ribbon in 323mm L(folded in half) + 2mm Dia. elastic band in 57mm L(folded in half)
Metal Coin: Zinc Alloy in 39mm Dia.",2022
3554_1643340887373_32766,,,,,polyester,Polyester plastic,0.45,4.685,kgCO2e/kg,0.45,null,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,YY795 / ACCS22CLINJ,2022
3554_1645174203015_95805,,,,,iron,Iron,0.6,2.366,kgCO2e/kg,0.6,null,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,YW486 / ACCS22CLBR2,2022
3554_1656907248179_1039,,,,,cotton,Cotton fabric,0.95,8.177,kgCO2e/kg,0.95,null,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,XS133 / ADCW20CHBAS,2022
3554_1644896733525_77368,,,,,iron,Iron,0.95,2.366,kgCO2e/kg,0.95,null,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,YY784 / ACLS22CLSHE,2022
3554_1654662359980_50332,,,,,iron,Iron,1,2.366,kgCO2e/kg,1,null,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,ZG449 / ICLW22BACER,2022
2900_1644219819305_83802,,,,,paper,Paper,1,0.578,kgCO2e/kg,1,Other,Rituals Cosmetic Trade B.V.,Group - Rituals,"Ribbon + booklet Small Mehr 2021-2022

Ribbon: 100% polyester 39mm GG Ribbon in 277mm L(folded in half) + 2mm Dia. elastic band in 57mm L(folded in half)+2mm Dia. Gold elastic String in 150mm loop length
Small Paper Tag: 360gsm Coated paper
(FSC MIX CREDIT)",2022
3554_1654586612108_55847,,,,,iron,Iron,0.6,2.366,kgCO2e/kg,0.6,null,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,ZG488 / ICCW22CLLIB,2022
3554_1660199256199_90558,,,,,elastodiene,Elastane/Spandex fabric,0.75,8.775,kgCO2e/kg,0.7499999999999999,Elastic with Lurex thread,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,"XM789 / ADCW20EFIN9 -ROSBLCSILV
set of 20 items
with 3%rebate",2022
4475_1637045718664_98430,,,,,glass,Glass,null,1.01,kgCO2e/kg,0.5,null,Oriflame Cosmetics Global S.A.,Group - Oriflame,37525.1Squared Pocket Mirror,2022
2881_1659082121404_6717,,,,,polyester,Polyester plastic,0.28,4.685,kgCO2e/kg,0.28,Shell,NEWORCH,Group - Orchestra,CIREUSE-AX CAP,2022
3554_1664508349635_26922,,,,,cotton,Cotton fabric,0.6,8.177,kgCO2e/kg,0.6,null,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,"ZN342 / ICCS23CLFLE
with 7.5%rebate",2022
3554_1645672863893_34501,,,,,elastane,Elastane/Spandex fabric,0.05,8.775,kgCO2e/kg,0.049999999999999996,null,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,YY783 / ACLS22STBIN,2022
3554_1642575016963_22204,,,,,iron,Iron,null,2.366,kgCO2e/kg,0.016696723326259922,null,LA GENERALE POUR L ENFANT MAJOR,Group - Sergent Major,Headband,2022
2870_1665189519731_96070,,,,,polyester,Polyester plastic,0.5,4.685,kgCO2e/kg,0.2,Lining,Oriflame India Private Limited,Group - Oriflame,Hay Beauty Case with Printing Label (FSC MIX CREDIT),2022
3554_1644995308110_74029,,,,,polyester,Polyester plastic,0.37,4.685,kgCO2e/kg,0.37000000000000005,Elastic without lurex thread,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,XM789 / ADCW20EFIN9,2022
3554_1655972045825_15819,,,,,resin,resin,null,3.817383402,kgCO2e/kg,0.0004172791744477385,null,VERTBAUDET S.A.S,Group - Verbaudet,1002829001,2022
2881_1641450745266_28080,,,,,paper,Paper,0.76,0.578,kgCO2e/kg,0.7600000000000001,Body,NEWORCH,Group - Orchestra,GOLIDAY-AW BORSALINO,2022
3554_1646724235352_50833,,,,,polyester,Polyester plastic,0.15,4.685,kgCO2e/kg,0.15,null,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,XL875 / ADCW20PSTA9,2022
3006_1661487515833_31695,,,,,cotton,Cotton fabric,null,8.177,kgCO2e/kg,0.015677819966536506,null,FAST ASIA SUPPLIERS TAPE A L'OEIL LTD,Group - TAO,3clawclips in one set,2022
2900_1637573704756_3741,,,,,polyester,Polyester plastic,0.9,4.685,kgCO2e/kg,0.75,Body,Rituals Cosmetic Trade B.V.,Group - Rituals,"Ribbon + booklet  Small Samurai 2021

Ribbon: 100% polyester 39mm GG Ribbon in 277mm L(folded in half) + 2mm Dia. elastic band in 57mm L(folded in half)+2mm Dia. Gold elastic String in 150mm loop length
Small Paper Tag: 360gsm Coated paper
(FSC MIX CREDIT)",2022
2870_1637725195869_98873,,,,,leather,leather,null,2.70153,kgCO2e/kg,0.07244492924697071,null,MI HUB T/A Dimensions,Group - Dimensions,Royal Mail Belt.Red,2022
2881_1651735544503_26031,,,,,polyester,Polyester plastic,1,4.685,kgCO2e/kg,1,null,SLG BRANDS LIMITED,Group - SLG,LONG PYJAMAS SET STARS SMALL BOO001,2022
3554_1656036049483_63528,,,,,elastodiene,Elastane/Spandex fabric,0.74,8.775,kgCO2e/kg,0.7400000000000001,null,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,XL829 / ADCW20ELAS9,2022
3173_1641456880912_1757,,,,,copper,Copper,null,4.346,kgCO2e/kg,0.05049812319614748,null,NEWORCH,Group - Orchestra,SUNGLASS,2022
3554_1659600105095_41759,,,,,polyester,Polyester plastic,0.7,4.685,kgCO2e/kg,0.7,null,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,"ZK363 / ICCW22STMOU-BLANC EGG
with 7.5%rebate",2022
3006_1668509798183_19254,,,,,paper,Paper,null,0.578,kgCO2e/kg,0.011550476473553279,null,FAST ASIA SUPPLIERS TAPE A L'OEIL LTD,Group - TAO,2hairbands in one set,2022
2870_1648698006990_69635,,,,,paper,Paper,1,0.578,kgCO2e/kg,1,Body,The Body Shop International Limited,Group - The Body Shop,"GC SLEEVE MED BRITISH ROSE XM22 A0X
Container: 300gsm FSC Sen Woodfree paper ( FSC MIX CREDIT)",2022
3554_1644911428296_75063,,,,,thermoplastic polyurethane(tpu),Thermoplastic Polyurethane (TPU) plastic,1,6.305,kgCO2e/kg,1,null,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,XL787 / ADLW20TORTL,2022
3554_1653539895969_46730,,,,,paper,Paper,null,0.578,kgCO2e/kg,0.011550476473553279,null,NEWORCH,Group - Orchestra,GODUROY-AX/AFIOJZ-NOI-Solid,2022
2881_1657533863518_63,,,,,viscose,Viscose/Rayon fabric,0.5,13.92,kgCO2e/kg,0.05,Other,Rituals Cosmetic Trade B.V.,Group - Rituals,"Vellore Cotton Velvet Bolster
Cushion Grey Blue",2022
3006_1645085015713_7036,,,,,elastane,Elastane/Spandex fabric,0.6,8.775,kgCO2e/kg,0.6,null,FAST ASIA SUPPLIERS TAPE A L'OEIL LTD,Group - TAO,2elastics in one set,2022
2870_1655199930644_42598,,,,,polyester,Polyester plastic,null,4.685,kgCO2e/kg,0.2763604422839764,null,Oriflame Cosmetics Global Pte. Ltd.,Group - Oriflame,"Urbane Crossbody Bag with 70gsm FSC Rain Resistant leaflet (FSC MIX CREDIT) & Printing label with mattelamination
(FSC MIX CREDIT )",2022
2881_1643213536197_76482,,,,,cotton,Cotton fabric,0.95,8.177,kgCO2e/kg,0.95,null,NEWORCH,Group - Orchestra,CARTEBIS-AX CAP,2022
3554_1666601405841_69191,,,,,elastane,Elastane/Spandex fabric,0.49,8.775,kgCO2e/kg,0.49,Body,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,"XL791 / ADLW20ECOOL-YELLOW
set of 10 items
with 3%rebate",2022
3554_1643187488074_48732,,,,,elastodiene,Elastane/Spandex fabric,0.63,8.775,kgCO2e/kg,0.63,Elastic without lurex thread,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,XM789 / ADCW20EFIN9,2022
3554_1665994070779_55112,,,,,iron,Iron,null,2.366,kgCO2e/kg,0.016696723326259922,null,LA GENERALE POUR L ENFANT MAJOR,Group - Sergent Major,FRECOUETTE,2022
3006_1654609774916_50842,,,,,polyamide,Nylon/Polyamide (PA) plastic,null,9.645,kgCO2e/kg,0.11075910991703262,null,FAST ASIA SUPPLIERS TAPE A L'OEIL LTD,Group - TAO,CHOUCHOU WFETES,2022
3006_1664180938886_4275,,,,,iron,Iron,null,2.366,kgCO2e/kg,0.019263163350912875,null,Okaidi France SAS,Group - Okaidi,1hairband in one set,2022
2900_1641890472683_76881,,,,,polyester,Polyester plastic,1,4.685,kgCO2e/kg,1,Body,Rituals Cosmetic Trade B.V.,Group - Rituals,"Ribbon Sakura Large 2022

Ribbon: 100% polyester 39mm GG Ribbon in 383mm L(folded in half) + 2mm Dia. elastic band in 57mm L(folded in half)
Metal Coin: Zinc Alloy in 39mm Dia.",2022
3554_1646030795966_82479,,,,,elastodiene,Elastane/Spandex fabric,0.74,8.775,kgCO2e/kg,0.7400000000000001,null,INTERNATIONAL TRADING FASHION & APPAREL SUPPLY LTD.,Group - Kiabi,XL829 / ADCW20ELAS9,2022
2881_1655117897823_19572,,,,,cotton,Cotton fabric,1,8.177,kgCO2e/kg,1,null,Rituals Cosmetic Trade B.V.,Group - Rituals,"Singapore Satin Cotton
Duvet Cover 140x200cm
White",2022
3006_1643031102317_18636,,,,,straw,Polypropylene (PP) plastic,0.2,3.855,kgCO2e/kg,0.19999999999999998,null,JACADI,Group - Jacadi,hairband 1pc in set,2022
2900_1654062848754_28236,,,,,paper,Paper,1,0.578,kgCO2e/kg,1,Body,Rituals Cosmetic Trade B.V.,Group - Rituals,"Shopping Bag Small

Bag: 120gsm FSC White Kraft paper + 250gsm Greyback for bottom card & inside of turn tops + 5 x 380mm Black paper twisted handle 
(FSC MIX CREDIT)",2022
3554_1642756207991_91687,,,,,metallic fibre,Metal,null,5.269,kgCO2e/kg,0.013611602921629834,null,LA GENERALE POUR L ENFANT MAJOR,Group - Sergent Major,HEADBAND,2022
